,Unnamed: 0.1,GF,GA,xG,xGA,Poss,Attendance,Sh,SoT,Dist,FK,PK,PKatt,Season,Venue_code,opp_code,team_code,formation,hour,day_code,target
4182,4182,1,1,2.5,0.6,65.0,54000.0,23.0,6.0,16.2,0.0,1.0,1.0,2015,1,5,10,11,17,5,0
4183,4183,3,0,4.3,1.2,56.0,36507.0,30.0,8.0,16.1,1.0,0.0,0.0,2015,0,8,10,11,16,6,1
4184,4184,3,0,3.1,0.6,59.0,52000.0,25.0,10.0,16.4,1.0,0.0,0.0,2015,1,6,10,11,15,5,1
4185,4185,3,3,2.8,2.1,67.0,16876.0,16.0,5.0,17.0,1.0,0.0,0.0,2015,0,2,10,11,17,5,0
4186,4186,2,2,0.9,1.2,49.0,53102.0,6.0,3.0,15.0,1.0,0.0,0.0,2015,1,11,10,11,16,6,0
4187,4187,5,0,3.3,0.5,75.0,21085.0,19.0,8.0,16.0,0.0,0.0,0.0,2015,0,17,10,11,12,5,1
4188,4188,5,0,3.4,1.6,62.0,73088.0,19.0,8.0,16.6,0.0,0.0,0.0,2015,0,12,10,11,16,6,1
4189,4189,2,2,1.5,1.0,58.0,52598.0,14.0,3.0,20.8,0.0,0.0,0.0,2015,1,3,10,11,15,5,0
4190,4190,2,3,1.2,1.0,69.0,59909.0,16.0,5.0,16.7,1.0,0.0,0.0,2015,0,18,10,11,16,6,0
4191,4191,4,0,4.3,0.4,62.0,53092.0,19.0,9.0,13.4,0.0,0.0,0.0,2015,1,0,10,11,17,5,1
4192,4192,4,0,2.9,1.0,64.0,53040.0,20.0,6.0,15.5,0.0,0.0,0.0,2015,1,15,10,11,15,5,1
4193,4193,4,1,2.4,0.7,67.0,39641.0,16.0,7.0,16.5,1.0,0.0,0.0,2015,0,7,10,11,20,2,1
4194,4194,1,0,2.7,0.1,66.0,30729.0,17.0,4.0,13.6,0.0,0.0,0.0,2015,0,19,10,11,15,5,1
4195,4195,1,0,2.2,0.2,62.0,53093.0,19.0,4.0,16.1,0.0,1.0,1.0,2015,1,1,10,11,15,5,1
4196,4196,3,1,2.7,0.3,74.0,52951.0,23.0,8.0,16.4,0.0,0.0,0.0,2015,1,13,10,11,20,3,1
4197,4197,2,2,1.1,3.0,56.0,45421.0,18.0,6.0,16.7,0.0,0.0,0.0,2015,0,16,10,11,16,6,0
4198,4198,0,1,2.3,0.4,63.0,32230.0,20.0,3.0,15.0,0.0,0.0,1.0,2015,0,9,10,11,20,1,0
4199,4199,2,2,1.3,1.2,46.0,40072.0,10.0,6.0,17.9,0.0,0.0,0.0,2015,0,5,10,11,16,6,0
4200,4200,3,0,2.7,0.7,68.0,52824.0,27.0,13.0,16.7,0.0,0.0,0.0,2015,1,2,10,11,14,6,1
4201,4201,3,1,1.9,2.2,57.0,25002.0,13.0,6.0,21.6,0.0,1.0,1.0,2015,0,6,10,11,14,6,1
4202,4202,2,0,1.8,0.5,64.0,53050.0,22.0,11.0,15.7,0.0,0.0,0.0,2015,1,9,10,11,19,3,1
4203,4203,1,0,1.7,1.5,66.0,19563.0,12.0,4.0,14.4,0.0,0.0,0.0,2015,0,4,10,11,14,6,1
4204,4204,3,1,3.6,0.6,69.0,53135.0,29.0,7.0,17.8,0.0,0.0,0.0,2015,1,14,10,11,15,5,1
4205,4205,6,0,5.9,0.2,63.0,53018.0,21.0,12.0,17.7,0.0,2.0,2.0,2015,1,8,10,11,19,2,1
4206,4206,1,0,2.4,1.3,68.0,59925.0,22.0,5.0,19.1,1.0,0.0,0.0,2015,1,18,10,11,17,5,1
4207,4207,2,0,2.2,0.5,48.0,31474.0,17.0,8.0,15.2,0.0,1.0,1.0,2015,0,3,10,11,12,5,1
4208,4208,2,0,0.8,0.5,51.0,59968.0,9.0,3.0,14.4,0.0,0.0,0.0,2015,0,0,10,11,20,2,1
4209,4209,2,0,2.2,0.6,73.0,53104.0,19.0,2.0,18.7,0.0,1.0,1.0,2015,1,17,10,11,12,5,1
4210,4210,2,2,1.3,1.3,45.0,53197.0,6.0,4.0,22.9,0.0,0.0,0.0,2015,0,11,10,11,16,6,0
4211,4211,4,0,2.0,0.1,71.0,52686.0,14.0,5.0,15.5,0.0,0.0,0.0,2015,1,12,10,11,20,1,1
4212,4212,2,0,1.7,0.4,82.0,53213.0,18.0,4.0,15.3,0.0,0.0,0.0,2015,1,7,10,11,16,6,1
4213,4213,1,0,2.3,0.2,64.0,52281.0,24.0,10.0,17.7,2.0,0.0,0.0,2015,0,13,10,11,12,5,1
4214,4214,1,1,1.3,0.9,64.0,53177.0,22.0,3.0,19.6,1.0,0.0,0.0,2015,1,16,10,11,19,5,0
4215,4215,2,1,1.8,1.4,60.0,41919.0,17.0,5.0,17.0,2.0,0.0,0.0,2015,0,1,10,11,20,1,1
4216,4216,2,1,1.3,0.1,70.0,31588.0,24.0,5.0,18.6,0.0,0.0,0.0,2015,0,15,10,11,19,1,1
4217,4217,3,1,2.7,1.3,63.0,53097.0,29.0,7.0,15.6,0.0,0.0,0.0,2015,1,19,10,11,16,6,1
4218,4218,0,1,1.8,1.0,65.0,58262.0,18.0,4.0,17.3,1.0,0.0,0.0,2015,0,16,11,11,16,6,0
4219,4219,5,0,2.6,0.1,67.0,51437.0,16.0,4.0,18.5,1.0,0.0,0.0,2015,1,14,11,11,15,5,1
4220,4220,5,0,4.4,0.2,80.0,52276.0,25.0,10.0,14.8,0.0,0.0,0.0,2015,1,0,11,11,12,5,1
4221,4221,1,0,2.8,0.6,61.0,32087.0,25.0,8.0,14.3,0.0,0.0,0.0,2015,0,9,11,11,15,5,1
4222,4222,0,0,1.0,0.4,64.0,52698.0,16.0,1.0,16.4,1.0,0.0,0.0,2015,1,15,11,11,15,5,0
4223,4223,1,0,1.7,0.2,59.0,40036.0,15.0,3.0,17.1,0.0,0.0,0.0,2015,0,5,11,11,12,5,1
4224,4224,2,2,1.2,0.9,51.0,53102.0,12.0,3.0,17.0,1.0,0.0,0.0,2015,0,10,11,11,16,6,0
4225,4225,2,0,2.1,0.9,70.0,52711.0,15.0,6.0,14.4,0.0,0.0,0.0,2015,1,4,11,11,15,5,1
4226,4226,4,1,3.8,1.3,52.0,31215.0,23.0,12.0,16.0,1.0,0.0,0.0,2015,0,3,11,11,17,5,1
4227,4227,0,2,0.7,0.7,68.0,53014.0,14.0,3.0,17.7,0.0,0.0,0.0,2015,1,6,11,11,15,5,0
4228,4228,2,0,1.6,0.9,67.0,73086.0,16.0,5.0,14.7,0.0,0.0,0.0,2015,0,12,11,11,12,5,1
4229,4229,3,0,2.5,0.2,77.0,52571.0,17.0,7.0,16.4,1.0,0.0,0.0,2015,1,7,11,11,14,6,1
4230,4230,2,1,2.1,0.2,68.0,53245.0,19.0,8.0,16.0,0.0,0.0,0.0,2015,1,18,11,11,14,6,1
4231,4231,2,1,1.0,0.8,64.0,41400.0,17.0,7.0,19.2,1.0,0.0,0.0,2015,0,1,11,8,20,2,1
4232,4232,3,1,3.1,0.8,77.0,20673.0,26.0,12.0,14.4,0.0,0.0,0.0,2015,0,17,11,11,17,5,1
4233,4233,1,0,3.2,0.2,71.0,52613.0,23.0,8.0,15.7,0.0,1.0,1.0,2015,1,19,11,11,12,5,1
4234,4234,7,0,3.1,0.3,63.0,52401.0,31.0,15.0,17.3,2.0,0.0,0.0,2015,1,8,11,8,20,1,1
4235,4235,4,0,2.9,0.3,71.0,52127.0,18.0,7.0,12.9,0.0,0.0,0.0,2015,0,13,11,8,14,6,1
4236,4236,6,3,3.6,2.7,72.0,53226.0,15.0,6.0,17.5,1.0,2.0,2.0,2015,1,9,11,11,15,6,1
4237,4237,1,0,1.1,0.4,76.0,17009.0,12.0,3.0,19.8,0.0,0.0,0.0,2015,0,2,11,11,20,2,1
4238,4238,2,1,2.0,0.8,71.0,59757.0,14.0,1.0,18.7,0.0,1.0,1.0,2015,0,0,11,8,12,5,1
4239,4239,1,0,1.0,0.3,56.0,53319.0,11.0,6.0,16.5,1.0,0.0,0.0,2015,1,5,11,8,12,5,1
4240,4240,1,1,1.8,0.8,74.0,31178.0,20.0,5.0,17.5,0.0,0.0,0.0,2015,0,15,11,11,17,5,0
4241,4241,2,0,1.9,0.4,74.0,51658.0,14.0,6.0,19.8,0.0,1.0,1.0,2015,1,2,11,11,19,2,1
4242,4242,4,0,4.6,0.4,71.0,27010.0,21.0,8.0,11.8,0.0,0.0,1.0,2015,0,14,11,11,17,5,1
4243,4243,2,3,2.1,1.4,71.0,53201.0,20.0,3.0,16.2,0.0,1.0,1.0,2015,1,16,11,11,17,5,0
4244,4244,1,0,1.8,0.5,67.0,39105.0,13.0,8.0,16.3,0.0,0.0,0.0,2015,0,7,11,11,17,5,1
4245,4245,4,1,2.7,0.5,69.0,53165.0,24.0,10.0,15.2,1.0,0.0,0.0,2015,1,12,11,11,16,6,1
4246,4246,0,0,2.8,0.6,73.0,25309.0,19.0,4.0,17.2,0.0,0.0,0.0,2015,0,6,11,11,20,0,0
4247,4247,2,0,1.8,0.1,76.0,21249.0,18.0,6.0,16.5,0.0,0.0,0.0,2015,0,4,11,11,15,5,1
4248,4248,2,2,1.3,1.3,55.0,53197.0,11.0,4.0,17.8,1.0,0.0,0.0,2015,1,10,11,8,16,6,0
4249,4249,3,0,1.3,0.2,65.0,52226.0,17.0,5.0,20.0,0.0,0.0,0.0,2015,1,3,11,11,20,2,1
4250,4250,5,1,3.6,0.5,73.0,53013.0,20.0,7.0,14.6,0.0,1.0,1.0,2015,1,17,11,8,15,5,1
4251,4251,4,0,2.4,1.3,58.0,35771.0,19.0,6.0,16.2,0.0,0.0,0.0,2015,0,8,11,8,17,5,1
4252,4252,5,0,3.1,0.8,71.0,53336.0,21.0,9.0,16.0,1.0,0.0,0.0,2015,1,13,11,8,16,6,1
4253,4253,5,1,2.3,0.5,66.0,32000.0,15.0,5.0,14.7,0.0,0.0,0.0,2015,0,19,11,8,20,2,1
4254,4254,2,2,2.4,1.1,78.0,59972.0,30.0,7.0,18.6,2.0,0.0,1.0,2015,0,18,11,11,14,6,0
4255,4255,3,2,3.4,0.2,71.0,53395.0,24.0,5.0,14.2,1.0,0.0,0.0,2015,1,1,11,11,16,6,1
4256,4256,5,1,1.5,0.5,49.0,72732.0,16.0,8.0,18.2,0.0,0.0,0.0,2015,1,8,12,8,12,5,1
4257,4257,1,1,1.8,0.7,63.0,32000.0,15.0,3.0,15.1,1.0,0.0,0.0,2015,0,15,12,8,14,6,0
4258,4258,1,0,0.6,2.1,56.0,30621.0,10.0,3.0,18.8,1.0,0.0,0.0,2015,0,19,12,8,16,6,1
4259,4259,4,1,2.5,0.4,63.0,72732.0,21.0,6.0,20.5,0.0,0.0,0.0,2015,1,13,12,8,15,5,1
4260,4260,2,1,2.0,1.6,60.0,60000.0,17.0,10.0,17.1,0.0,0.0,0.0,2015,0,18,12,8,14,6,1
4261,4261,0,1,2.2,1.0,59.0,72922.0,27.0,4.0,19.7,2.0,0.0,1.0,2015,1,1,12,8,12,5,0
4262,4262,1,1,1.0,1.3,72.0,73128.0,13.0,6.0,15.1,0.0,0.0,0.0,2015,1,7,12,8,12,5,0
4263,4263,2,4,1.2,2.4,51.0,32219.0,18.0,6.0,21.0,0.0,0.0,0.0,2015,0,9,12,8,15,5,0
4264,4264,0,5,1.6,3.4,38.0,73088.0,12.0,3.0,15.5,0.0,0.0,0.0,2015,1,10,12,8,16,6,0
4265,4265,3,0,1.5,1.0,42.0,60356.0,10.0,4.0,17.9,0.0,0.0,0.0,2015,0,16,12,4,17,5,1
4266,4266,0,2,0.9,1.6,33.0,73086.0,5.0,1.0,17.3,0.0,0.0,0.0,2015,1,11,12,4,12,5,0
4267,4267,1,4,1.4,2.7,61.0,21087.0,9.0,3.0,14.9,0.0,0.0,0.0,2015,0,17,12,8,15,5,0
4268,4268,1,1,0.9,2.7,35.0,40041.0,3.0,2.0,20.7,0.0,0.0,0.0,2015,0,5,12,9,16,6,0
4269,4269,3,2,1.9,1.4,44.0,73123.0,13.0,9.0,19.7,0.0,1.0,1.0,2015,1,0,12,8,20,3,1
4270,4270,1,0,0.9,0.5,61.0,73172.0,16.0,3.0,19.2,2.0,0.0,0.0,2015,1,6,12,7,14,6,1
4271,4271,1,0,2.0,1.2,52.0,27606.0,12.0,4.0,19.2,2.0,1.0,1.0,2015,0,14,12,7,17,5,1
4272,4272,1,1,1.6,1.3,68.0,52178.0,13.0,3.0,17.9,0.0,0.0,0.0,2015,0,13,12,7,20,0,0
4273,4273,3,1,2.4,1.1,57.0,73121.0,18.0,6.0,17.5,1.0,0.0,0.0,2015,1,4,12,7,20,3,1
4274,4274,0,1,0.8,0.7,51.0,73045.0,9.0,2.0,20.8,1.0,0.0,0.0,2015,1,19,12,7,17,0,0
4275,4275,2,2,1.0,1.9,46.0,41968.0,13.0,6.0,17.5,1.0,0.0,0.0,2015,0,1,12,11,17,5,0
4276,4276,3,1,2.3,2.3,56.0,17094.0,13.0,5.0,17.8,0.0,0.0,0.0,2015,0,2,12,8,20,2,1
4277,4277,1,0,1.9,0.3,57.0,73130.0,18.0,3.0,18.3,1.0,0.0,0.0,2015,1,18,12,8,15,5,1
4278,4278,1,1,1.8,0.4,63.0,21233.0,22.0,5.0,15.9,0.0,0.0,0.0,2015,0,4,12,8,20,1,0
4279,4279,1,1,2.1,0.8,53.0,73084.0,12.0,7.0,11.7,0.0,0.0,0.0,2015,1,15,12,8,12,5,0
4280,4280,2,0,1.7,0.7,50.0,73012.0,19.0,7.0,19.7,2.0,0.0,0.0,2015,1,3,12,8,20,1,1
4281,4281,4,2,2.2,1.8,46.0,36715.0,15.0,9.0,14.3,0.0,0.0,0.0,2015,0,8,12,8,14,6,1
4282,4282,0,0,2.8,0.6,67.0,73152.0,22.0,3.0,16.9,1.0,0.0,0.0,2015,1,17,12,8,15,5,0
4283,4283,1,4,0.5,2.7,31.0,53165.0,5.0,2.0,14.1,0.0,0.0,0.0,2015,0,11,12,8,16,6,0
4284,4284,3,2,1.0,1.5,43.0,73458.0,10.0,6.0,16.1,0.0,0.0,0.0,2015,1,16,12,8,17,5,1
4285,4285,1,1,0.9,0.8,54.0,73444.0,11.0,5.0,14.7,0.0,0.0,0.0,2015,1,9,12,8,17,5,0
4286,4286,0,1,0.8,0.4,67.0,39080.0,12.0,4.0,17.5,0.0,0.0,0.0,2015,0,7,12,8,12,5,0
4287,4287,3,2,1.9,1.5,61.0,73381.0,20.0,9.0,17.3,1.0,0.0,0.0,2015,1,14,12,11,15,5,1
4288,4288,0,4,0.1,2.0,29.0,52686.0,2.0,1.0,21.0,0.0,0.0,0.0,2015,0,10,12,3,20,1,0
4289,4289,1,3,1.8,2.3,46.0,60223.0,13.0,5.0,18.1,0.0,0.0,1.0,2015,0,0,12,8,12,5,0
4290,4290,1,1,0.5,1.9,36.0,73564.0,6.0,3.0,15.9,0.0,0.0,0.0,2015,1,5,12,8,19,3,0
4291,4291,3,0,2.0,0.6,63.0,73482.0,8.0,4.0,20.3,1.0,1.0,1.0,2015,1,2,12,8,20,0,1
4292,4292,0,4,0.9,2.3,58.0,31637.0,15.0,5.0,19.4,1.0,0.0,0.0,2015,0,3,12,8,17,5,0
4293,4293,0,1,0.7,0.6,61.0,25434.0,10.0,4.0,19.8,1.0,0.0,0.0,2015,0,6,12,8,16,6,0
4294,4294,2,4,1.8,2.7,46.0,50673.0,17.0,3.0,16.3,0.0,0.0,0.0,2015,1,18,13,15,14,6,0
4295,4295,0,2,0.7,1.2,53.0,41964.0,9.0,1.0,16.1,0.0,0.0,0.0,2015,0,1,13,15,15,5,0
4296,4296,2,2,1.0,3.6,37.0,44017.0,10.0,4.0,16.5,1.0,0.0,0.0,2015,1,15,13,4,15,5,0
4297,4297,1,4,0.4,2.5,37.0,72732.0,12.0,3.0,22.5,0.0,0.0,0.0,2015,0,12,13,16,15,5,0
4298,4298,1,1,1.3,1.5,35.0,50407.0,17.0,7.0,19.2,0.0,0.0,0.0,2015,1,8,13,16,20,4,0
4299,4299,1,1,1.9,0.9,47.0,20650.0,20.0,6.0,17.9,1.0,0.0,0.0,2015,0,17,13,6,15,5,0
4300,4300,1,2,0.6,1.0,48.0,30483.0,8.0,2.0,16.5,1.0,0.0,0.0,2015,0,19,13,6,15,5,0
4301,4301,2,3,0.4,1.7,36.0,52214.0,7.0,1.0,17.4,0.0,0.0,0.0,2015,1,16,13,6,16,6,0
4302,4302,1,1,0.3,1.9,26.0,24609.0,6.0,1.0,14.2,0.0,0.0,0.0,2015,0,6,13,15,15,5,0
4303,4303,0,3,0.2,2.2,21.0,52208.0,6.0,1.0,19.7,0.0,0.0,0.0,2015,1,5,13,15,15,5,0
4304,4304,1,1,0.3,1.5,35.0,31267.0,6.0,1.0,18.1,0.0,0.0,0.0,2015,0,3,13,16,17,5,0
4305,4305,3,3,1.5,0.9,53.0,52131.0,23.0,8.0,16.1,0.0,0.0,0.0,2015,1,2,13,3,15,5,0
4306,4306,0,2,0.3,2.5,34.0,59886.0,9.0,5.0,24.5,0.0,0.0,0.0,2015,0,0,13,13,12,5,0
4307,4307,1,1,1.1,1.2,32.0,50757.0,8.0,0.0,22.6,0.0,1.0,1.0,2015,1,14,13,13,19,1,0
4308,4308,1,0,1.0,0.6,48.0,51948.0,19.0,4.0,17.9,0.0,0.0,0.0,2015,1,4,13,13,15,5,1
4309,4309,0,4,1.0,2.6,53.0,31959.0,12.0,3.0,18.1,0.0,0.0,0.0,2015,0,9,13,13,14,6,0
4310,4310,1,3,0.3,2.7,26.0,52951.0,5.0,3.0,31.4,2.0,0.0,0.0,2015,0,10,13,14,20,3,0
4311,4311,0,4,0.3,2.9,29.0,52127.0,5.0,1.0,19.9,0.0,0.0,0.0,2015,1,11,13,14,14,6,0
4312,4312,1,1,1.3,1.6,32.0,52178.0,13.0,8.0,22.6,0.0,0.0,0.0,2015,1,12,13,14,20,0,0
4313,4313,1,1,1.2,1.4,52.0,52223.0,12.0,1.0,14.6,0.0,0.0,0.0,2015,1,17,13,11,15,5,0
4314,4314,1,0,0.9,0.7,38.0,36405.0,15.0,3.0,19.7,1.0,0.0,0.0,2015,0,8,13,11,15,5,1
4315,4315,3,1,1.9,0.7,40.0,52186.0,20.0,9.0,14.0,1.0,0.0,0.0,2015,1,7,13,11,19,1,1
4316,4316,1,0,0.5,0.6,38.0,52207.0,10.0,2.0,21.5,1.0,0.0,0.0,2015,1,1,13,11,14,6,1
4317,4317,1,1,0.8,0.6,53.0,59949.0,14.0,3.0,16.0,0.0,0.0,0.0,2015,0,18,13,11,12,5,0
4318,4318,2,0,2.7,0.4,63.0,17039.0,26.0,11.0,15.7,2.0,0.0,0.0,2015,0,2,13,11,15,5,1
4319,4319,2,1,1.7,1.5,32.0,52214.0,10.0,4.0,12.2,0.0,0.0,0.0,2015,1,3,13,11,15,5,1
4320,4320,2,1,0.6,1.1,33.0,30056.0,8.0,3.0,16.4,0.0,0.0,0.0,2015,0,15,13,11,19,3,1
4321,4321,0,1,0.3,1.1,29.0,40026.0,7.0,2.0,18.2,0.0,0.0,0.0,2015,0,5,13,16,14,6,0
4322,4322,0,1,0.9,0.7,61.0,39068.0,17.0,6.0,20.7,1.0,0.0,0.0,2015,0,7,13,11,19,3,0
4323,4323,1,5,0.5,3.1,40.0,57553.0,8.0,1.0,18.0,1.0,0.0,0.0,2015,0,16,13,11,16,6,0
4324,4324,1,0,1.5,0.4,42.0,52164.0,11.0,3.0,19.7,1.0,1.0,1.0,2015,1,19,13,11,20,4,1
4325,4325,2,1,1.8,0.6,32.0,52104.0,16.0,7.0,15.4,1.0,0.0,0.0,2015,1,9,13,11,14,6,1
4326,4326,1,0,0.9,0.5,37.0,51938.0,13.0,4.0,18.1,0.0,0.0,0.0,2015,1,6,13,11,19,2,1
4327,4327,3,0,1.9,0.6,54.0,26910.0,13.0,7.0,15.6,0.0,0.0,0.0,2015,0,14,13,11,15,5,1
4328,4328,0,1,0.2,2.3,36.0,52281.0,4.0,2.0,28.3,1.0,0.0,0.0,2015,1,10,13,11,12,5,0
4329,4329,0,5,0.8,3.1,29.0,53336.0,7.0,3.0,16.5,0.0,0.0,0.0,2015,0,11,13,11,16,6,0
4330,4330,2,0,1.6,0.6,51.0,52274.0,16.0,4.0,19.1,0.0,0.0,0.0,2015,1,0,13,11,20,0,1
4331,4331,2,1,1.8,1.6,48.0,21361.0,7.0,5.0,23.0,0.0,1.0,1.0,2015,0,4,13,11,16,6,1
4332,4332,0,3,1.4,1.6,50.0,27023.0,14.0,3.0,17.1,0.0,0.0,0.0,2015,1,10,14,11,17,5,0
4333,4333,0,5,0.1,2.6,33.0,51437.0,1.0,0.0,16.8,0.0,0.0,0.0,2015,0,11,14,11,15,5,0
4334,4334,1,2,1.5,1.5,45.0,26765.0,13.0,3.0,22.6,1.0,1.0,1.0,2015,1,9,14,11,15,5,0
4335,4335,0,1,0.7,2.7,49.0,58000.0,10.0,1.0,19.9,1.0,0.0,0.0,2015,0,0,14,11,15,5,0
4336,4336,1,3,1.0,2.4,49.0,26649.0,12.0,5.0,20.7,1.0,0.0,0.0,2015,1,17,14,11,15,5,0
4337,4337,0,2,0.5,1.9,53.0,38821.0,10.0,2.0,22.3,1.0,0.0,0.0,2015,0,7,14,15,15,5,0
4338,4338,0,0,0.6,1.2,44.0,17427.0,10.0,2.0,20.7,2.0,0.0,0.0,2015,0,4,14,15,15,5,0
4339,4339,0,0,1.2,0.8,36.0,26777.0,15.0,2.0,21.7,1.0,0.0,0.0,2015,1,3,14,15,15,5,0
4340,4340,0,7,0.1,3.1,38.0,40113.0,3.0,1.0,20.8,0.0,0.0,0.0,2015,0,5,14,4,12,5,0
4341,4341,1,2,0.8,0.7,48.0,26913.0,14.0,3.0,21.8,3.0,0.0,0.0,2015,1,8,14,13,14,6,0
4342,4342,2,1,1.2,2.5,36.0,16837.0,8.0,4.0,25.6,1.0,1.0,1.0,2015,0,2,14,8,15,5,1
4343,4343,2,1,0.5,1.0,38.0,26885.0,8.0,4.0,16.3,0.0,0.0,0.0,2015,1,15,14,11,15,5,1
4344,4344,0,0,1.6,0.3,43.0,26911.0,14.0,4.0,18.2,1.0,0.0,0.0,2015,1,19,14,6,15,5,0
4345,4345,1,1,1.2,1.1,68.0,50757.0,16.0,6.0,16.9,1.0,0.0,0.0,2015,0,13,14,6,19,1,0
4346,4346,0,3,1.2,1.6,59.0,57088.0,10.0,1.0,16.2,0.0,0.0,0.0,2015,0,16,14,15,14,6,0
4347,4347,0,1,1.2,2.0,48.0,27606.0,11.0,5.0,14.2,0.0,0.0,0.0,2015,1,12,14,11,17,5,0
4348,4348,0,2,0.5,2.0,50.0,26836.0,7.0,3.0,14.3,0.0,0.0,0.0,2015,1,1,14,11,19,1,0
4349,4349,0,5,0.1,2.5,36.0,26940.0,4.0,2.0,17.9,0.0,0.0,0.0,2015,1,0,14,8,15,6,0
4350,4350,0,3,0.9,1.9,49.0,24433.0,12.0,2.0,17.7,0.0,0.0,0.0,2015,0,6,14,8,15,1,0
4351,4351,0,2,0.3,2.5,38.0,59775.0,7.0,3.0,21.4,0.0,0.0,0.0,2015,0,18,14,8,19,2,0
4352,4352,2,1,1.0,0.6,41.0,26629.0,14.0,3.0,21.5,0.0,0.0,0.0,2015,1,7,14,13,15,5,1
4353,4353,3,0,1.1,1.2,33.0,20782.0,7.0,2.0,15.7,1.0,0.0,0.0,2015,0,17,14,13,20,4,1
4354,4354,1,1,0.4,1.3,30.0,26652.0,5.0,1.0,15.7,0.0,0.0,0.0,2015,1,6,14,13,19,2,0
4355,4355,0,4,0.4,4.6,29.0,27010.0,8.0,3.0,14.4,0.0,0.0,0.0,2015,1,11,14,11,17,5,0
4356,4356,1,3,0.6,3.6,31.0,53135.0,6.0,1.0,17.8,0.0,0.0,0.0,2015,0,10,14,11,15,5,0
4357,4357,0,2,0.6,2.6,42.0,31182.0,8.0,1.0,18.1,0.0,0.0,0.0,2015,0,15,14,6,20,4,0
4358,4358,1,3,1.0,2.0,60.0,26887.0,15.0,7.0,18.6,0.0,0.0,0.0,2015,1,2,14,8,15,5,0
4359,4359,1,3,1.0,1.8,34.0,26684.0,7.0,2.0,25.7,0.0,1.0,1.0,2015,1,5,14,15,19,3,0
4360,4360,1,2,1.5,2.5,48.0,36321.0,12.0,4.0,18.8,1.0,0.0,0.0,2015,0,8,14,11,14,6,0
4361,4361,0,0,0.4,2.8,37.0,31245.0,6.0,0.0,17.8,0.0,0.0,0.0,2015,0,3,14,5,15,5,0
4362,4362,2,0,1.7,1.7,45.0,26361.0,17.0,6.0,19.4,0.0,0.0,0.0,2015,1,4,14,8,14,6,1
4363,4363,2,3,1.5,1.9,39.0,73381.0,15.0,4.0,19.9,1.0,0.0,0.0,2015,0,12,14,8,15,5,0
4364,4364,0,3,0.6,1.9,46.0,26910.0,5.0,2.0,15.2,1.0,0.0,0.0,2015,1,13,14,8,15,5,0
4365,4365,0,2,0.5,1.8,55.0,40290.0,9.0,3.0,21.6,0.0,0.0,0.0,2015,0,1,14,8,15,5,0
4366,4366,0,4,0.8,3.0,37.0,26428.0,8.0,2.0,22.2,1.0,0.0,0.0,2015,1,18,14,8,14,6,0
4367,4367,0,3,1.1,2.0,35.0,38092.0,9.0,5.0,17.0,0.0,0.0,0.0,2015,0,9,14,6,19,2,0
4368,4368,1,1,1.1,0.9,36.0,31219.0,11.0,2.0,14.4,0.0,0.0,0.0,2015,0,19,14,3,14,6,0
4369,4369,0,5,0.5,3.4,41.0,27022.0,9.0,0.0,18.6,0.0,0.0,0.0,2015,1,16,14,16,16,6,0
4370,4370,1,3,0.8,2.4,52.0,38487.0,6.0,3.0,15.5,0.0,0.0,0.0,2015,0,7,15,13,15,5,0
4371,4371,1,1,0.7,1.8,37.0,32000.0,8.0,3.0,21.5,2.0,0.0,0.0,2015,1,12,15,13,14,6,0
4372,4372,2,2,3.6,1.0,63.0,44017.0,21.0,5.0,19.2,1.0,1.0,1.0,2015,0,13,15,13,15,5,0
4373,4373,0,0,0.7,0.7,42.0,30000.0,11.0,2.0,14.2,0.0,0.0,0.0,2015,1,18,15,6,15,5,0
4374,4374,0,0,0.4,1.0,36.0,52698.0,10.0,2.0,19.8,0.0,0.0,0.0,2015,0,11,15,13,15,5,0
4375,4375,0,1,1.0,1.0,57.0,28002.0,18.0,6.0,20.7,1.0,0.0,0.0,2015,1,19,15,13,14,6,0
4376,4376,1,3,1.3,3.3,38.0,40109.0,5.0,1.0,24.0,0.0,1.0,1.0,2015,0,5,15,13,15,5,0
4377,4377,1,0,1.9,0.2,46.0,30506.0,19.0,4.0,18.7,1.0,0.0,0.0,2015,1,8,15,13,15,5,1
4378,4378,2,2,1.6,0.7,61.0,29145.0,16.0,4.0,16.9,0.0,0.0,0.0,2015,1,4,15,13,15,5,0
4379,4379,1,0,1.8,1.0,60.0,20869.0,12.0,1.0,15.0,0.0,0.0,0.0,2015,0,17,15,13,15,5,1
4380,4380,1,0,0.6,0.6,56.0,30178.0,9.0,3.0,15.6,0.0,0.0,0.0,2015,1,1,15,13,20,4,1
4381,4381,1,2,1.0,0.5,62.0,26885.0,17.0,5.0,18.8,0.0,0.0,0.0,2015,0,14,15,13,15,5,0
4382,4382,0,4,1.0,2.9,36.0,53040.0,7.0,3.0,10.5,0.0,0.0,0.0,2015,0,10,15,3,15,5,0
4383,4383,2,2,1.5,1.5,45.0,26951.0,15.0,7.0,14.9,0.0,0.0,0.0,2015,1,9,15,13,19,2,0
4384,4384,1,1,1.6,1.6,44.0,28706.0,14.0,4.0,17.6,1.0,0.0,0.0,2015,1,3,15,13,15,5,0
4385,4385,0,3,0.6,1.8,39.0,59653.0,11.0,6.0,22.1,3.0,0.0,0.0,2015,0,0,15,13,15,5,0
